,0,1,2,3,4,5,6,7
0,0.0071716060339820165,0.008234073502872367,0.008352427604603481,0.00829672552068798,0.008729480994308036,0.008326030128263136,0.0090496566799968,0.008516375759314718
1,0.0066516552427265336,0.00865953650422832,0.008401020853099272,0.00840736750348288,0.009240399169054293,0.008326378309721674,0.009640829787980906,0.00857637810402182
2,0.004464780515135562,0.008698013000819413,0.008309327629925941,0.008487757353984134,0.009983808946540015,0.008327220931840943,0.010313743132565086,0.008687643877131423
3,0.004796171325714884,0.007544598819136342,0.008031483509984736,0.008415976839683696,0.009469498256302222,0.00832675967337879,0.00971547518355672,0.008619933048006428
4,-0.0011345938254585606,0.0031865502200920043,0.006705654155767998,0.008417872395580867,0.00861999345793887,0.008326899193899423,0.009369672617475268,0.008739484035944791
5,0.0003297607913786676,0.004182377459493595,0.007625551502891674,0.008726236165516932,0.009411068967462946,0.008327685332770047,0.011446958663243386,0.008838042830158778
6,0.0008897424967876542,0.004572187737738523,0.0072891272569084245,0.008445438924432221,0.009014173926210595,0.008327154833369781,0.009945492563912969,0.00871383580443586
7,0.0053768120905732485,0.006789630255704651,0.008019848044042493,0.008265226850811089,0.009066440492598837,0.008326396210953548,0.008998898289831516,0.008551386757813924
8,0.010756448665532457,0.00960464699500798,0.008977704897990307,0.00855099741370375,0.008846513009315262,0.008325557773178385,0.009997688933904656,0.00847657124993787
9,0.008582381663327627,0.008483447912209091,0.008410853515456609,0.008148693325683392,0.008063064144450233,0.00832547411946332,0.008168516060005333,0.008415851187991824
10,0.01102489801180534,0.010000017476104349,0.008867178995360098,0.008221425880826479,0.0084755716916429,0.00832514385754334,0.008421102288762836,0.008384268735536821
11,0.00890723882877834,0.008660894233129764,0.008420130415899556,0.008351509060361872,0.008183853994692411,0.00832535885042084,0.008903878233005797,0.008457337064026484
12,0.008282136554083084,0.008376029483452415,0.00841760284141566,0.008222752955541666,0.00829895406436805,0.008325600847398747,0.008578726076514913,0.008455849754162132
13,0.008945345847826679,0.008895408873094549,0.008439635548200276,0.0081647101523153,0.00841860789190162,0.00832539960236204,0.00816968439262594,0.008417113044206864
14,0.008292754026968593,0.008481315458293073,0.008222176994535185,0.008132732662191538,0.008266582583955325,0.008325311501436623,0.007848819212184499,0.00841531921937308
15,0.006774948759257037,0.007582036559961251,0.007985486528887295,0.00823766939785608,0.008333467120074824,0.008325575601500622,0.008337599844870307,0.008483597498030243
16,0.00825434157791332,0.008250210712140603,0.008367706074937194,0.00831133984289891,0.008464210674836029,0.008325596416061995,0.00884147862729046,0.008472113298554322
17,0.008438917706643324,0.008454590017468826,0.008420869644520464,0.008302596731005297,0.008406707761947,0.008325582910223082,0.008836871860924902,0.008465850914988195
