Date,0,1,2,3,4,5,6,7
2011-12-30,0.00946570658130231,0.007669532747156837,0.006553910108966899,0.005655848194577236,0.008576238255216846,0.008370839745135096,0.005411567506587245,0.007823072536308833
2012-03-30,0.007914519530257295,0.006490997626338555,0.005672004088460045,0.008572089429797022,0.00837190516141531,0.00541129390822258,0.007823142796231211,0.006597995531304054
2012-06-29,0.0067359844094390135,0.005609091605831701,0.008588245323679832,0.008367756335995487,0.005412359324502794,0.007822869197866546,0.006598065791226432,0.010332600519396513
2012-09-28,0.0058540783889321595,0.008525332841051487,0.008383912229878297,0.005408210499082972,0.00782393461414676,0.006597792192861766,0.010332670779318891,0.008232564902126281
2012-12-31,0.008770319624151946,0.008320999747249952,0.005424366392965781,0.007819785788726937,0.00659885760914198,0.010332397180954226,0.00823263516204866,0.006462969160869576
2013-03-29,0.00856598653035041,0.005361453910337437,0.007835941682609747,0.006594708783722159,0.01033346259723444,0.008232361563683994,0.006463039420791954,0.006674892293133766
2013-06-28,0.0056064406934378955,0.007773029199981403,0.006610864677604968,0.010329313771814617,0.008233426979964209,0.006462765822427288,0.006674962553056144,-0.00036086883962406686
2013-09-30,0.00801801598308186,0.0065479521949766235,0.010345469665697427,0.008229278154544386,0.006463831238707502,0.0066746889546914785,-0.00036079857970168933,0.0008659152607194139
2013-12-31,0.006792938978077082,0.010282557183069082,0.008245434048427196,0.0064596824132876806,0.0066757543709716925,-0.00036107217806635483,0.0008659855206417914,0.005035797468091355
2014-03-31,0.01052754396616954,0.00818252156579885,0.00647583830717049,0.006671605545551871,-0.0003600067617861404,0.000865711922277126,0.005035867728013732,-0.0008127683018404696
2014-06-30,0.008427508348899309,0.006412925824542145,0.00668776143943468,-0.00036415558720596236,0.0008667773385573404,0.005035594129649067,-0.0008126980419180921,0.0024669371416480455
2014-09-30,0.006657912607642604,0.006624848956806336,-0.0003479996933231535,0.0008626285131375184,0.005036659545929281,-0.0008129716402827575,0.002467007401570423,0.0077022107557761016
2014-12-31,0.006869835739906794,-0.00041091217595149777,0.0008787844070203272,0.005032510720509459,-0.0008119062240025431,0.0024667338032057576,0.007702281015698479,0.0045966155720527325
2015-03-31,-0.00016592539285103936,0.000815871924391983,0.005048666614392268,-0.0008160550494223651,0.0024677992194859716,0.007702007417333814,0.00459668583197511,0.00663083382480152
2015-06-30,0.0010608587074924414,0.004985754131763924,-0.0007998991555395562,0.00246365039406615,0.007703072833614028,0.004596412233610445,0.006630904084723897,0.005902549604981159
2015-09-30,0.005230740914864382,-0.0008628116381679005,0.0024798062879489587,0.007698924008194206,0.004597477649890659,0.006630630486359232,0.005902619864903536,0.008843042453709565
2015-12-31,-0.0006178248550674421,0.0024168938053206143,0.007715079902077015,0.004593328824470837,0.006631695902639446,0.005902346266538871,0.008843112713631944,0.004377024277165277
2016-03-31,0.002661880588421073,0.007652167419448671,0.004609484718353646,0.006627547077219624,0.005903411682819085,0.008842839115267278,0.0043770945370876545,0.011141273363475122
2016-06-30,0.007897154202549128,0.004546572235725302,0.006643702971102433,0.005899262857399263,0.008843904531547493,0.004376820938722989,0.0111413436233975,0.007760070440006531
2016-09-30,0.00479155901882576,0.006580790488474089,0.0059154187512820726,0.00883975570612767,0.004377886355003203,0.011141070025032835,0.007760140699928909,0.008741949635195406
2016-12-30,0.0068257772715745475,0.005852506268653728,0.00885591160001048,0.004373737529583381,0.01114213544131305,0.007759867101564243,0.008742019895117784,0.007355506620520937
2017-03-31,0.006097493051754187,0.008792999117382135,0.004389893423466191,0.011137986615893226,0.007760932517844457,0.008741746296753118,0.0073555768804433146,0.0031845477270504006
2017-06-30,0.009037985900482593,0.004326980940837846,0.011154142509776036,0.007756783692424636,0.008742811713033333,0.007355303282078649,0.003184617986972778,0.003366706912531476
2017-09-29,0.004571967723938305,0.011091230027147691,0.007772939586307445,0.00873866288761351,0.007356368698358863,0.0031843443886081127,0.0033667771724538533,0.0038712134879088462
2017-12-29,0.01133621681024815,0.0077100271036791,0.00875481878149632,0.0073522198729390415,0.0031854098048883267,0.003366503574089188,0.0038712837478312237,0.004826321447118175
2018-03-30,0.007955013886779558,0.008691906298867975,0.007368375766821851,0.003181260979468505,0.003367568990369402,0.0038710101494665583,0.004826391707040552,0.003163794161233542
2018-06-29,0.00813636567345052,0.0077412770513714865,0.007725800802406425,0.007690652520453452,0.0076844582954738614,0.007677303348993258,0.007678386156640356,0.00767796414418896
2018-09-28,0.00829705228850889,0.007781828153181712,0.0077384197549558355,0.007700103345752199,0.00769151702673566,0.007682312139548153,0.007684037986835387,0.007683593966137074
2018-12-31,0.007997793171668738,0.007688293987633544,0.0077140687857518535,0.007687296933080759,0.007682643183056763,0.007679519714745507,0.0076806295344621295,0.007679539150532054
2019-03-29,0.006668658732423398,0.007228896732345508,0.007526161941105327,0.007603704785663233,0.007639239585853199,0.0076441673632543315,0.007650259091570445,0.007652354608264858
2019-06-28,0.006069595819527371,0.0069220634585348325,0.007404541238300664,0.007545721325704721,0.00759998474402586,0.007617925615698592,0.007626985695111587,0.0076284154153467764
2019-09-30,0.006522248496357371,0.007110732779961556,0.007471567898087401,0.007555681385556353,0.00759665046443665,0.007610559385069009,0.007614683791642518,0.007616086121288167
2019-12-31,0.006944378171698019,0.0072653286881597485,0.007532233222757068,0.0075670532066083014,0.007593919504754756,0.00760688931791907,0.007606658328760778,0.007607021985410666
