Date,0,1,2,3,4,5,6,7
2007-12-31,0.006040729784057571,0.001675588290412992,0.0004961103127769976,-0.018601891617103992,-0.013194716989102583,-0.011672367316151474,-0.00022363920499707783,0.014441598759170254
2008-03-31,0.0019205750735134504,0.00043319783014865334,-0.018585735723221183,-0.013198865814522407,-0.01167130189987126,-0.00022391280336174333,0.014441669019092633,0.009537090803104355
2008-06-30,0.0006781846132491117,-0.01864864820584953,-0.013182709920639597,-0.011675450725291083,-0.00022284738708152891,0.014441395420727967,0.009537161063026734,0.013578958160668349
2008-09-30,-0.01840366142274907,-0.013245622403267942,-0.011659294831408273,-0.0002269962125013509,0.014442460837008182,0.009536887464662068,0.013579028420590727,0.010963246959470214
2008-12-31,-0.013000635620167483,-0.011722207314036618,-0.00021084031861854199,0.014438312011588359,0.009537952880942283,0.013578754822226062,0.010963317219392593,0.009077884319114164
2009-03-31,-0.01147722053093616,-0.00027375280124688627,0.014454467905471169,0.00953380405552246,0.013579820238506277,0.010963043621027927,0.009077954579036542,0.00912888466877409
2009-06-30,-2.8766018146427857e-05,0.014391555422842824,0.00954995994940527,0.013575671413086453,0.010964109037308142,0.009077680980671876,0.009128954928696469,0.007792863177232333
2009-09-30,0.014636542205943282,0.009487047466776925,0.013591827306969263,0.010959960211888319,0.009078746396952091,0.009128681330331803,0.00779293343715471,0.005712918876468184
2009-12-31,0.009732034249877383,0.013528914824340918,0.010976116105771129,0.009074597571532268,0.009129746746612018,0.007792659838790045,0.005712989136390561,0.008959550947547875
2010-03-31,0.013773901607441377,0.010913203623142784,0.009090753465415078,0.009125597921192195,0.007793725255070259,0.005712715538025896,0.008959621207470254,0.009270763134529281
2010-06-30,0.011158190406243242,0.009027840982786733,0.009141753815075005,0.007789576429650437,0.00571378095430611,0.008959347609105588,0.00927083339445166,0.007719576083484268
2010-09-30,0.009272827765887191,0.00907884133244666,0.007805732323533246,0.005709632128886288,0.008960413025385803,0.009270559796086994,0.007719646343406645,0.006541040962665986
2010-12-31,0.009323828115547118,0.007742819840904902,0.005725788022769097,0.00895626419996598,0.00927162521236721,0.00771937274504198,0.006541111222588363,0.005659134942159132
2011-03-31,0.00798780662400536,0.005662875540140753,0.00897242009384879,0.009267476386947386,0.007720438161322194,0.006540837624223698,0.005659205202081509,0.008575376177378918
2011-06-30,0.005907862323241211,0.008909507611220445,0.009283632280830196,0.007716289335902372,0.006541903040503912,0.005658931603716844,0.008575446437301296,0.008371043083577383
2011-09-30,0.009154494394320903,0.00922071979820185,0.0077324452297851815,0.00653775421508409,0.005659997019997058,0.008575172838936631,0.008371113343499761,0.005411497246664868
