,0,1,2,3,4,5,6,7
0,0.007038377399399043,0.00817290302290854,0.008418709255020378,0.008349414882237127,0.008873367269844723,0.008676523230850783,0.009106563832786897,0.00859181345011242
1,0.006447964227283446,0.00864053637186123,0.008418024539035377,0.008518269824930588,0.009560236547508254,0.008856999285204314,0.009606827362847686,0.008696921843670016
2,0.004117715475344341,0.008810770169582729,0.008473550361180221,0.008723993969173387,0.010702690941238262,0.009370259682712849,0.010437869832841685,0.008935676122168862
3,0.004523695425890281,0.007560921279021306,0.008169937044196498,0.008585398224440445,0.009931217891565904,0.009075488859507732,0.00993126383336416,0.00880361231168039
4,-0.0019520555527636069,0.004207104207479138,0.0068460659447344445,0.008694795613568888,0.00896915157333392,0.008913657499770432,0.009878887935842268,0.008993285217723503
5,-0.0014025479755906574,0.0053937682398052965,0.007833446767987981,0.00902624035309119,0.010393549927283374,0.009714523005552325,0.01173399604449956,0.009265888770068093
6,-0.00032658554271074516,0.004225209270211371,0.0073288821331111125,0.008699920372481256,0.009070180130210256,0.00915863210427785,0.010521634581099391,0.008990076021823121
7,0.0038759053439940986,0.006156561570836343,0.007938358009406168,0.008102998163938032,0.008562152444321628,0.008708341121606716,0.00860319059944769,0.008593420902887764
8,0.010348444460277672,0.00919129724207817,0.008761689658963316,0.008563326371435587,0.008738305153533896,0.008446673047673848,0.009568155513994845,0.008500736827139924
9,0.008847994392059572,0.008769767135256776,0.008600575106157542,0.008174524367781983,0.008432243816945887,0.00847418719311964,0.008409960705468456,0.008436240789395782
10,0.011621549560552228,0.00988657230492454,0.008848410037894367,0.00819718903729065,0.008560245081432003,0.008244410590451935,0.008340764631722146,0.008320168781913365
11,0.009302020753582154,0.00893682851624829,0.008441446016164722,0.008461500191958987,0.008463098183828077,0.008332592506884132,0.00900768900032135,0.008488685736935335
12,0.008666419841920726,0.008368280398456135,0.008523610033898572,0.008295432360944228,0.008441395826774474,0.008476193161088373,0.008836628864116802,0.008489661350464327
13,0.00898578853263464,0.008888355526484499,0.008479947984375692,0.008116459766567512,0.00851493270926788,0.008348596616679286,0.008179382574849754,0.008391870416222183
14,0.008218136434662278,0.008652753497712029,0.008198446990040293,0.008064921999805675,0.008347826239992893,0.008199712790658094,0.007741673797482781,0.008366385570829558
