Date	GDP
2008-03-31	-0.004082617291389923
2008-06-30	0.005706639560425941
2008-09-30	-0.005282858780155664
2008-12-31	-0.022072793084253917
2009-03-31	-0.011725703454736447
2009-06-30	-0.0016938150818148756
2009-09-30	0.0036127660024725117
2009-12-31	0.010622995156179371
2010-03-31	0.004988073664947024
2010-06-30	0.009630523674028169
2010-09-30	0.0077017070708471635
2010-12-31	0.005182499214379632
2011-03-31	-0.002412067378035232
2011-06-30	0.0067576232573323125
2011-09-30	-0.0003877467906452381
2011-12-30	0.011154340232975457
2012-03-30	0.00814595984653721
2012-06-29	0.004548240921895541
2012-09-28	0.0017473023537633026
2012-12-31	0.001097777895935792
2013-03-29	0.008640458966141296
2013-06-28	0.0013928816874102523
2013-09-30	0.007885362756445247
2013-12-31	0.007086541065028484
2014-03-31	-0.003507240549287971
2014-06-30	0.012759538827790351
2014-09-30	0.011582282104809494
2014-12-31	0.0044798843414923795
2015-03-31	0.008100240555094729
2015-06-30	0.005783258989763951
2015-09-30	0.0032285094756421273
2015-12-31	0.001461275282798269
2016-03-31	0.0058745099144950075
2016-06-30	0.0030193253130637032
2016-09-30	0.005993158885161165
2016-12-30	0.004956583778724877
2017-03-31	0.0047082093861945395
2017-06-30	0.005582039614463241
2017-09-29	0.007165764387567108
2017-12-29	0.009360056064720013
2018-03-30	0.0075995901857552894
2018-06-29	0.008304530819826184
2018-09-28	0.004807948858084998
2018-12-31	0.00222893243457456
2019-03-29	0.0059601061291321145
2019-06-28	0.007897972822400234
2019-09-30	0.006831599308350533
2019-12-31	0.0046800078414506174
