Date,ARX,VAR,ESN_A, ESN_B,ESN_C,ESN_D,ESN_E
2013-03-29,0.009648416373626328,0.008985856283282944,0.007969220310435229,0.007977035374065642,0.007268600541755956,0.007585477440879042,0.0076808289248038895
2013-06-28,0.0050379975904991416,0.007806919069540339,0.007214879692975235,0.0075373018728437415,0.007658263290207768,0.007750625805297469,0.007461404699810506
2013-09-30,0.0082515609016329,0.006130071659547163,0.005973600597458099,0.005888353686388634,0.006056602905455684,0.005974305823832916,0.005724045112225214
2013-12-31,0.006310174309107927,0.007244675973309375,0.006744950711029549,0.00706278192823846,0.006920760012102719,0.0074239706955395715,0.0069137852875537816
2014-03-31,0.0097667922641621,0.006531669713777441,0.006371413034816132,0.006790874185985848,0.006634801066322998,0.006812127564329484,0.006454477170124631
2014-06-30,0.010824325403368399,0.01126304584441068,0.008411872580218457,0.008725324586043061,0.008403576873854061,0.00878397276705671,0.008676396059948105
2014-09-30,0.005045712269400443,0.007049512272116166,0.007484687523586044,0.007622298051450639,0.007838037519564627,0.007620737708169271,0.007620232623264591
2014-12-31,0.0050583951778290556,0.00557448699691673,0.006584845645479771,0.006470764703862638,0.006692665645940006,0.0065743975953976505,0.00645027891037847
2015-03-31,0.00026627196351882354,0.0066327664534145455,0.0062272337916951595,0.006355698505072542,0.006308062434048401,0.0066726755981706696,0.006174313984573952
2015-06-30,-0.000635386144619293,0.00031937222250065164,0.0030815518351006346,0.003206327876174391,0.003116353489353966,0.0031294680862639463,0.002574499388493287
2015-09-30,0.0038947203459691188,0.0018711604658293662,0.0039970031452793925,0.004064383505811385,0.003157816678986876,0.0037735214566205896,0.0032571667580945634
2015-12-31,-3.806414311513772e-05,0.0055370217361393114,0.005533146457211398,0.005801935055046064,0.004749421638799109,0.005593507969335634,0.005039439918653618
2016-03-31,0.002116029634574012,0.0009115662205938157,0.002882436991800647,0.002991542245291417,0.00258989048568865,0.002805618195007865,0.002215498812371944
2016-06-30,0.00689073640034358,0.0029485524185992097,0.004262478991940919,0.004455534353580227,0.0034890109170043586,0.004344673117091899,0.0036240696669823866
2016-09-30,0.005496667065393052,0.008191470301776398,0.006735014072686195,0.00744251327183166,0.006483841866122976,0.007409904532358603,0.006854304756347164
2016-12-30,0.006254281151482225,0.004832221430555638,0.005632320460826664,0.0056566622195332325,0.005434650800852305,0.005310797247891817,0.005162775077378901
2017-03-31,0.006152107284179944,0.0069067441802257,0.006453219942777651,0.006770914729983088,0.006543877270821135,0.006929562008896875,0.0065647210989276325
2017-06-30,0.008599805767491761,0.006152617288484879,0.00632335477011699,0.006395942012145947,0.006017313796539988,0.006188803998822756,0.006029816691797564
2017-09-29,0.005256982445320558,0.008341268308589913,0.007236076575852628,0.00755093366733863,0.007120280351521041,0.0078019514602045365,0.007349282295889381
2017-12-29,0.010129524719737935,0.004919418170738634,0.005509563187211903,0.005834080114901873,0.005762805308746831,0.005774990580950638,0.005468321284525845
2018-03-30,0.007603231948596947,0.010064430665462552,0.009175413310377478,0.009312652282571051,0.00857237387900782,0.009166985098397374,0.009271959313664715
2018-06-29,0.008389159257562189,0.007103772217684658,0.006922367041925684,0.006993323237528194,0.007206833267450115,0.007093498269235396,0.006921780942575105
2018-09-28,0.006966012541314527,0.008106932444391438,0.007323548934582136,0.007711374733365221,0.00766823760131891,0.008163079800727635,0.007762841503552255
2018-12-31,0.00346393664934836,0.007145596916638018,0.006610960462049253,0.0067716393204615595,0.00664020064275337,0.006851374686988398,0.006501595881762808
2019-03-29,0.004048356617266342,0.003762660593880176,0.0040649103264945845,0.004474703303092985,0.0043497626967375705,0.004737386306176667,0.0039025999739425487
2019-06-28,0.0035290841465656724,0.004430807800703868,0.004877940055672297,0.005530614508583581,0.004792296991473031,0.005487690473308805,0.004872373224274584
2019-09-30,0.0038334942507061674,0.004156796526415457,0.005780903454508258,0.005608872097125032,0.00469027262372269,0.004908840717337836,0.004910708394502607
2019-12-31,0.002820112906460718,0.004957420265934462,0.0055349454155279925,0.005441876236802073,0.005245964734486904,0.005518390578745746,0.005102303683589764
