Date,ARX,VAR,ESN_A, ESN_B,ESN_C,ESN_D,ESN_E
2016-12-30,0.0068257772715745475,0.004091947666870428,0.004989119870659365,0.004977560029434032,0.004817909880680397,0.006775134418196786,0.004530629387068261
2017-03-31,0.006097493051754188,0.006397493261767244,0.005894400313267571,0.006225493448816451,0.006038311458002805,0.006762798753443481,0.006020358137356978
2017-06-30,0.009037985900482593,0.005535805750552693,0.00571748444449924,0.005784029312972763,0.005435940568784279,0.006766051788228011,0.005437504392772529
2017-09-29,0.004571967723938306,0.007753728229195817,0.006575535442344168,0.006821164229758125,0.006472239626554875,0.006716248666397377,0.006562879207816142
2017-12-29,0.011336216810248148,0.004403333337190467,0.004947167741267328,0.005396104929692875,0.005342668515856564,0.006735662694950296,0.005049968287201875
2018-03-30,0.007955013886779558,0.009712951436379656,0.008672152131314694,0.008705633428767031,0.008084886606005728,0.006753703695702887,0.008746833279708335
2018-06-29,0.008936893081968432,0.0065084338455176,0.006351678251313546,0.006498290592658609,0.006722165623690756,0.00681600707958021,0.0063485477778561315
2018-09-28,0.007550450067293964,0.0077042354847600665,0.00683536289152888,0.007201064865567274,0.0072211784691669475,0.006868004192015275,0.007184947404006257
2018-12-31,0.0033794911738234275,0.0065847722926582405,0.006051505628164364,0.006177078738373936,0.00609329673098566,0.006883906176534264,0.005866317093832025
2019-03-29,0.0035616503593045032,0.0029424404130171814,0.00338522630199945,0.003750829147335712,0.003642821499797001,0.006845425184924362,0.003046602185684542
2019-06-28,0.004066156934681873,0.004205290599712762,0.004554985488233769,0.005247055356617286,0.004473263736215099,0.006933421710276466,0.0046558831259434896
2019-09-30,0.005021264893891202,0.003809939321680278,0.005345474529082795,0.005068173268593728,0.004350354859077718,0.00683461162987677,0.004655109863517467
2019-12-31,0.0033587376080065697,0.004514209907067425,0.00502463825499454,0.004921508653297522,0.004755160071337675,0.006842425320827807,0.004605819617758733
