Date,0
2010-09-30,0.006185126587586845
2010-12-31,0.004557120541170872
2011-03-31,0.006417746584189407
2011-06-30,0.0054764327468095
2011-09-30,0.005120762536393679
2011-12-31,0.004847149284508393
2012-03-31,0.005521474864832662
2012-06-30,0.006412282202109572
2012-09-30,0.00441349026420595
2012-12-31,0.004826462163858715
2013-03-31,0.006624030267250281
2013-06-30,0.005792139335340164
2013-09-30,0.006877232075717314
2013-12-31,0.006650128113801524
2014-03-31,0.00557389753111082
2014-06-30,0.007381283133720385
2014-09-30,0.0068755224246796086
2014-12-31,0.006099011683375404
2015-03-31,0.005494414871639972
2015-06-30,0.0019252034081237443
2015-09-30,0.003961194727179548
2015-12-31,0.005272276737733221
2016-03-31,0.004517553576502952
2016-06-30,0.004373257938226686
2016-09-30,0.0066382732370174535
2016-12-31,0.0058936844035436114
2017-03-31,0.006485731894555266
2017-06-30,0.00630251423812559
2017-09-30,0.007537493718352529
2017-12-31,0.005061675394795435
2018-03-31,0.008913666073429206
2018-06-30,0.007349043666275829
2018-09-30,0.007680274329486483
2018-12-31,0.006594865832535746
2019-03-31,0.006725711413566347
2019-06-30,0.004781326433873929
2019-09-30,0.005149119022521224
2019-12-31,0.005920570328284968
