"Date","GDP","CPI","UnE","Ex","HHC","RPIF","CPA"
"2007 Q2",0.00727949274390483,-0.110475616324596,-0.0183491386681964,-0.493099999999998,0.0794659787652137,0.153815345578998,-0.0800427076735364
"2007 Q3",0.00668837870784955,-0.188256292313769,-0.000342994343956349,0.127399999999994,-0.0103136435023252,-0.0648512064001832,0.154150679827258
"2007 Q4",0.00590357049244439,0.40212620684265,-0.000356061958541654,-2.8078,-0.0209751702127399,0.106382712008514,-0.154150679827258
"2008 Q1",0.00485062289834381,-0.0563803334361074,0.0190481949706944,-5.6784,-0.0243617899335771,-0.174554275609445,0
"2008 Q2",-0.00490601893384834,0.194250127659228,0.0377403279828472,-2.822,0.031950509303579,0.134086936996078,0
"2008 Q3",-0.015537015264389,0.0325231917055602,0.0508130693585978,-1.39869999999999,-0.00634541971892588,-0.0625838500526736,0.22314355131421
"2008 Q4",-0.0214379828331666,-0.505899505429935,-0.00720775788749251,-7.68300000000001,-0.0165237883644025,0.0926659670820698,0.470003629245736
"2009 Q1",-0.0206266945350677,-0.0478775055316554,0.0224511542276911,-6.0722,-0.0284679490470374,-0.157355657783271,-0.34484048629173
"2009 Q2",-0.00327853443323001,-0.127941473774732,-0.00976784403336706,3.4247,0.0430655682462699,0.130509304257104,-0.194156014440958
"2009 Q3",0.000601651945070003,0.0148886124937506,-0.0940289496482765,1.6057,0.0104186703030695,-0.0805478219663822,0
"2009 Q4",0.00296590516975925,0.490206336563255,0,-2.53830000000001,-0.00731109588665824,0.100114914692976,0.0689928714869517
"2010 Q1",0.00931037964132564,0.271933715483641,0.0253178079842895,-0.769199999999998,-0.0469744764432747,-0.167626974634222,0.125163142954006
"2010 Q2",0.0108399186355275,-0.364643113587909,-0.0378965901911492,0.278700000000001,0.0638258602123631,0.134523320952475,0
"2010 Q3",0.00550646163884316,-0.124203603459306,-0.000160243570570096,1.8657,-0.0121652357794861,-0.0655471006871151,0.162518929497775
"2010 Q4",0.000874248979542358,0.243724259014231,0.0254780515548596,-1.46730000000001,0.00306293556480064,0.111851031548222,-0.105360515657826
"2011 Q1",0.00255063634722319,0.0991685454099051,-0.0254780515548596,0.5227,-0.042741583020284,-0.186243600939813,0
"2011 Q2",0.0011516753295755,-0.177273097248113,0.0254780515548596,-1.38279999999999,0.0197233220434736,0.163208425969956,0
"2011 Q3",0.00304785234118476,-0.0309448038494213,0.0366537295521465,-0.219200000000001,0.0235420025813085,-0.0782981379004086,0.154150679827258
"2011 Q4",0.00139873086948761,-0.0512932943875506,-0.0374165642828608,1.08579999999999,0.00190714420152993,0.105729094582772,0.174353387144778
"2012 Q1",0.00867825375369335,-0.25489224962879,-0.036073742625776,0.869900000000001,-0.0472305438632308,-0.20447597772899,-0.0408219945202548
"2012 Q2",-0.00135955157828249,0.0397808700118445,-0.000595061011311238,1.9817,0.0304485294564927,0.159384836852701,-0.0425596144187961
"2012 Q3",0.00953811978953389,0.0872780081070607,0.012113830383512,0.926199999999994,0.0176486456639662,-0.0568683541166468,0
"2012 Q4",-0.00111499075165611,0.214844748499514,-0.000160243570570096,-0.453999999999994,0.00894653386082211,0.0908716685734596,0
"2013 Q1",0.00282635254700381,-0.0461893824693743,0.0254780515548596,-3.3039,-0.0668490420843675,-0.178347074981501,-0.0909717782057267
"2013 Q2",0.00722749541402301,-0.0816439890405105,-0.0254780515548596,0.1952,0.049353730479309,0.129218136736903,0
"2013 Q3",0.0082939008858105,0.0408219945202553,-0.0132364606258313,0.714699999999993,0.0127029443945883,-0.022315315964426,-0.0487901641694322
"2013 Q4",0.00700177095532872,-0.233614851181505,-0.0280917348670144,2.3171,-0.00735231689218452,0.0664665732730141,-0.105360515657826
"2014 Q1",0.00819648767742365,0.0617645942548461,-0.00309119256967305,2.0124,-0.0512581161569496,-0.192162743833252,0.287682072451781
"2014 Q2",0.00872614043785624,0.171850256926659,-0.0192145649446256,1.33460000000001,0.0461911744228409,0.172019503957153,-0.133531392624523
"2014 Q3",0.00750141628243561,-0.0645385211375712,0.0275828146151422,1.10549999999999,0.0185082439400368,-0.0877292275277313,0.0465200156348931
"2014 Q4",0.00703770992317665,-0.245616407166268,-0.00250313021811843,-0.722399999999993,-0.0246582812785512,0.115495708583086,0
"2015 Q1",0.00295463796526896,-0.70144598337464,0.0335937172881493,2.0988,-0.047510035820876,-0.18673300183044,0.241162056816888
"2015 Q2",0.00587160640874984,0.723918839226699,0.0176995770994011,1.79260000000001,0.0508681457597451,0.127312851718576,0.0350913198112703
"2015 Q3",0.00393709277996557,0.575364144903562,-0.0363676441708747,1.66969999999999,0.0224954653793272,-0.0394592176729081,0.0339015516756813
"2015 Q4",0.00577422617285173,-0.287682072451781,-0.0207907696690741,-0.706999999999994,-0.030405494509619,0.0946364115143403,-0.105360515657826
"2016 Q1",0.00362043096605014,0.559615787935423,0.0571584138399488,-5.1812,-0.0258585891655638,-0.173665357091215,-0.0769610411361286
"2016 Q2",0.00559130228559823,-0.559615787935423,-0.0198026272961798,-1.45099999999999,0.0406428263765068,0.126066357572951,-0.0408219945202548
"2016 Q3",0.00371780748129602,0.356674943938732,-0.000400080021339511,-6.69600000000001,0.0159138402261707,-0.038004288676861,0.0408219945202548
"2016 Q4",0.00635375263676607,0.0487901641694319,-0.000416579885216484,-2.2542,-0.024114322838038,0.0919714252201551,0.0392207131532816
"2017 Q1",0.0083919612734018,-0.0224728558520585,-0.0219403272160603,0.487800000000007,-0.048419506790518,-0.198525597904712,-0.0800427076735364
"2017 Q2",0.00641660183374171,-0.21593816759294,0.0205807077000211,0.900399999999991,0.0571076384852365,0.167894853773525,-0.0425596144187961
"2017 Q3",0.00633521028429129,-0.129313756680319,-0.0234834673579825,-1.387,0.0078319500054409,-0.0752026965768353,0.0425596144187961
"2017 Q4",0.00719639272332984,-0.00137268381197242,0.0684518923014563,1.14070000000001,-0.00920708362233391,0.116013638258998,0.189241999638528
"2018 Q1",0.000568002827890268,-0.149696329477878,-0.0459790364493977,1.3219,-0.0532694754525629,-0.202030070871863,-0.148420005118274
"2018 Q2",0.00166379675848738,-0.0145046862028818,-0.0246385307645558,0.0745000000000005,0.0541556289329925,0.154042653468721,-0.127833371509884
"2018 Q3",0.00332112859573463,0.172285134080718,0.0717256005683153,-1.2937,0.0104014696935266,-0.0549992098995231,0.34294475112683
"2018 Q4",0.00127637997525376,-0.13542354077656,-0.0481951031581214,-0.0208000000000084,-0.00842867046152485,0.0809865666704557,-0.175890666463664
"2019 Q1",0.00725504845973113,-0.0631789016215317,-0.0259128689956007,0.957800000000006,-0.0648195014313213,-0.174656676473892,0.143100843640673
"2019 Q2",0.00322101435509836,0.259511195485085,0.0753282285589514,-0.3673,0.0774089382173582,0.156439515639187,-0.182321556793955
"2019 Q3",0.00725458245935506,-0.210721031315652,-0.0506356159685799,-2.6054,-0.0124942601311187,-0.0686688581549513,-0.0408219945202548
"2019 Q4",-0.000224629362499229,-0.14595391262308,0.02531780798429,3.63900000000001,-0.0125773770966955,0.0820557887987698,0.117783035656383
"2020 Q1",-0.0275924950057647,0.445470442721864,0.0500104205746614,-0.174900000000008,-0.0755853038981282,-0.132992340312254,0.071458963982145
"2020 Q2",-0.227183062975453,-0.947927816817338,-0.0259128689956007,-1.8279,-0.0778781881135533,0.126637442309858,-0.071458963982145
"2020 Q3",0.15508089961933,0.75377180237638,0.150255835565717,0.0490999999999957,0.269116912402595,-0.108626681694584,0.105360515657826
"2020 Q4",0.0134773615071939,0,-0.116084479020802,0.470700000000008,-0.0973862816258375,0.115400134023794,-0.0339015516756813
"2021 Q1",-0.0102951508651188,0.117783035656383,-0.0967351889517718,2.5274,-0.0725318006515696,-0.117917575719236,-0.0350913198112703
"2021 Q2",0.0707181981701339,0.72951482473082,-0.0221583409886388,1.33539999999999,0.121052432614093,0.0521091525510222,0.517943091534855
"2021 Q3",0.0170103009919647,-0.595983432106298,-0.0263867551731949,-0.0167999999999893,-0.0449160445467918,-0.0324273929586116,-0.239229689065834
"2021 Q4",0.0150864680246681,0.237038339633026,0.0404913613547369,-0.146000000000001,0.0082567109764291,0.112006057566472,-0.392042087776024
"2022 Q1",0.00528185019638272,-0.265209216599722,-0.0275879565188293,0.718800000000002,-0.0481318476373147,-0.186054115056908,0.364643113587909
"2022 Q2",0.000868504438955142,0.138971115920341,0.0741079721537221,-2.18830000000001,0.038640955953813,0.169038898559037,0.0800427076735364
"2022 Q3",-0.000782148729157939,-0.265654401046989,-0.0259754864032606,-2.05059999999999,-0.00454761654563995,-0.0573546654351222,0.0741079721537221
"2022 Q4",0.0010374477252828,-0.0190736025721412,0.0519509728065213,-0.0645000000000095,0.00686857851681566,0.0805920950304024,-0.154150679827258
"2023 Q1",0.00174660858553821,-0.120871775555159,-0.000657678418970686,0.073900000000009,-0.0497826417397942,-0.167804688853028,0.0273989741881144
"2023 Q2",8.61081993992485e-05,-0.112519136536843,0.0234723561851422,2.24719999999999,0.0543581384114891,0.150756272351245,0.173271721274037
"2023 Q3",-0.0011938746337723,-0.04466644698557,-0.0728877157484928,1.7336,-0.0223296724233908,-0.0953788028822915,0.147635998806065
"2023 Q4",-0.00312064414065283,-0.15827439701112,-0.0518883553988614,-0.994199999999992,-0.00652117145567566,0.0992660715816429,-0.147635998806065
